Entity,Year,emissions_including_land-use_change,emissions_from_land-use_change,Annual_emissions,continent
sweden,1936,53099000.0,28051438.0,25047560.0,Europe
sweden,1937,56566680.0,27624618.0,28942064.0,Europe
sweden,1938,53473020.0,27338056.0,26134964.0,Europe
sweden,1939,56081164.0,26781276.0,29299888.0,Europe
sweden,1940,46024090.0,27549360.0,18474730.0,Europe
sweden,1941,42608240.0,27566470.0,15041770.0,Europe
sweden,1942,40476764.0,27454572.0,13022192.0,Europe
sweden,1943,43271028.0,27435300.0,15835729.0,Europe
sweden,1944,39566004.0,27123676.0,12442329.0,Europe
sweden,1945,31371976.0,26822532.0,4549445.0,Europe
sweden,1946,43746864.0,26370760.0,17376102.0,Europe
sweden,1947,51147600.0,26055472.0,25092130.0,Europe
sweden,1948,57584676.0,26783766.0,30800910.0,Europe
sweden,1949,57772880.0,30940942.0,26831936.0,Europe
sweden,1950,61533880.0,32878280.0,28655598.0,Europe
sweden,1951,66942830.0,33506070.0,33436760.0,Europe
sweden,1952,68170710.0,33649736.0,34520976.0,Europe
sweden,1953,66176400.0,33627610.0,32548794.0,Europe
sweden,1954,67558270.0,33064338.0,34493936.0,Europe
sweden,1955,71655410.0,32559844.0,39095560.0,Europe
sweden,1956,74968264.0,31592914.0,43375350.0,Europe
sweden,1957,69364610.0,30521448.0,38843164.0,Europe
sweden,1958,71204320.0,29133416.0,42070908.0,Europe
sweden,1959,70030710.0,27642316.0,42388396.0,Europe
sweden,1960,79650270.0,30479754.0,49170520.0,Europe
sweden,1961,72575200.0,23775696.0,48799508.0,Europe
sweden,1962,69557050.0,18284460.0,51272588.0,Europe
sweden,1963,70754140.0,15441086.0,55313056.0,Europe
sweden,1964,72730184.0,12362116.0,60368068.0,Europe
sweden,1965,73312210.0,10749993.0,62562212.0,Europe
sweden,1966,81673660.0,9156300.0,72517360.0,Europe
sweden,1967,75918750.0,6989006.5,68929740.0,Europe
sweden,1968,84525460.0,6919427.0,77606030.0,Europe
sweden,1969,91881310.0,5500177.0,86381140.0,Europe
sweden,1970,97585420.0,5298400.5,92287020.0,Europe
sweden,1971,88977300.0,4468431.0,84508860.0,Europe
sweden,1972,87751740.0,3048521.2,84703224.0,Europe
sweden,1973,90656090.0,3366556.5,87289530.0,Europe
sweden,1974,82660210.0,2837365.0,79822840.0,Europe
sweden,1975,83349650.0,2589532.0,80760120.0,Europe
sweden,1976,89790540.0,1549688.8,88240856.0,Europe
sweden,1977,86747336.0,1006940.5,85740390.0,Europe
sweden,1978,79569990.0,93505.28,79476490.0,Europe
sweden,1995,61111256.0,1605088.5,59506170.0,Europe
sweden,1997,58578024.0,194888.16,58383136.0,Europe
sweden,1998,59565596.0,763760.8,58801836.0,Europe
sweden,1999,56426530.0,444919.53,55981610.0,Europe
sweden,2000,55235020.0,304954.72,54930064.0,Europe
sweden,2001,56416964.0,579388.3,55837576.0,Europe
sweden,2002,57820224.0,1134814.1,56685410.0,Europe
sweden,2003,59894600.0,2602392.5,57292210.0,Europe
sweden,2004,63201704.0,6684785.0,56516920.0,Europe
sweden,2005,59613820.0,5738483.5,53875336.0,Europe
sweden,2006,57807316.0,4069238.5,53738076.0,Europe
sweden,2007,57567324.0,4573185.0,52994140.0,Europe
sweden,2008,55537604.0,4670720.5,50866884.0,Europe
sweden,2009,52364148.0,5125240.0,47238908.0,Europe
sweden,2010,57913430.0,4793062.0,53120372.0,Europe
sweden,2011,53427984.0,4217007.5,49210976.0,Europe
sweden,2012,50942750.0,4230674.0,46712080.0,Europe
sweden,2013,49470828.0,4268743.5,45202084.0,Europe
sweden,2014,48232936.0,4759573.0,43473364.0,Europe
sweden,2015,48341440.0,4922694.0,43418744.0,Europe
sweden,2016,48409060.0,4994948.0,43414110.0,Europe
sweden,2017,48270070.0,5813485.5,42456588.0,Europe
sweden,2018,47317430.0,5280850.0,42036584.0,Europe
sweden,2019,46415460.0,5409419.5,41006040.0,Europe
sweden,2020,42195308.0,5508824.0,36686484.0,Europe
sweden,2021,44074136.0,5549348.0,38524788.0,Europe
sweden,2022,43668116.0,5617571.5,38050544.0,Europe
switzerland,1858,3598890.8,3452330.8,146560.0,Europe
switzerland,1859,3376632.5,3171448.5,205184.0,Europe
switzerland,1860,3925096.5,3620984.5,304112.0,Europe
switzerland,1861,3674369.0,3249345.0,425024.0,Europe
switzerland,1862,3798285.5,3329293.5,468992.0,Europe
switzerland,1863,3615342.0,3146350.0,468992.0,Europe
switzerland,1864,3724602.5,3153018.5,571584.0,Europe
switzerland,1865,3698881.2,3002721.2,696160.0,Europe
switzerland,1866,3713171.0,3024339.0,688832.0,Europe
switzerland,1867,3819793.2,3145617.2,674176.0,Europe
switzerland,1868,3946128.0,3176688.0,769440.0,Europe
switzerland,1869,3828770.2,3084978.2,743792.0,Europe
switzerland,1870,3875925.8,2978245.8,897680.0,Europe
switzerland,1871,3975073.5,2864881.5,1110192.0,Europe
switzerland,1872,4091552.0,2816480.0,1275072.0,Europe
switzerland,1873,4165968.0,2927536.0,1238432.0,Europe
switzerland,1874,3871199.2,2702383.2,1168816.0,Europe
switzerland,1875,4192239.0,2913503.0,1278736.0,Europe
switzerland,1876,4269439.0,2774527.2,1494912.0,Europe
switzerland,1877,4016147.0,2598179.0,1417968.0,Europe
switzerland,1878,3964374.8,2608694.8,1355680.0,Europe
switzerland,1879,3828403.5,2381123.5,1447280.0,Europe
switzerland,1880,4254197.0,2583413.0,1670784.0,Europe
switzerland,1881,3760912.8,2196384.8,1564528.0,Europe
switzerland,1882,3947703.5,2218295.5,1729408.0,Europe
switzerland,1883,3935356.0,2022747.9,1912608.0,Europe
switzerland,1884,3951843.8,1987939.8,1963904.0,Europe
switzerland,1885,3870210.0,1825697.9,2044512.0,Europe
switzerland,1886,3882631.0,1797814.9,2084816.0,Europe
switzerland,1887,4113060.0,1856036.0,2257024.0,Europe
switzerland,1888,4131196.5,1826540.6,2304656.0,Europe
switzerland,1889,4260646.0,1717829.8,2542816.0,Europe
switzerland,1890,5075959.0,2199719.0,2876240.0,Europe
switzerland,1891,5881343.0,2360238.8,3521104.0,Europe
switzerland,1892,5971514.0,2501706.0,3469808.0,Europe
switzerland,1893,5625632.0,2749392.2,2876240.0,Europe
switzerland,1894,6289146.0,2705754.2,3583392.0,Europe
switzerland,1895,6882421.0,3035221.0,3847200.0,Europe
switzerland,1896,7262927.0,3052991.2,4209936.0,Europe
switzerland,1897,7486614.5,3045846.5,4440768.0,Europe
switzerland,1898,7942636.0,3194092.0,4748544.0,Europe
switzerland,1899,8225863.0,3103591.2,5122272.0,Europe
switzerland,1900,9355951.0,3680414.8,5675536.0,Europe
switzerland,1901,8722445.0,3537885.0,5184560.0,Europe
switzerland,1902,8952764.0,3716908.0,5235856.0,Europe
switzerland,1903,9518596.0,3846723.8,5671872.0,Europe
switzerland,1904,10071054.0,4109725.5,5961328.0,Europe
switzerland,1905,10272354.0,4032561.8,6239792.0,Europe
switzerland,1906,11264088.0,4368440.5,6895648.0,Europe
switzerland,1907,12363252.0,4364740.0,7998512.0,Europe
switzerland,1908,12340170.0,4334329.0,8005840.5,Europe
switzerland,1909,12539710.0,4471582.0,8068127.5,Europe
switzerland,1910,11261194.0,3471530.0,7789664.0,Europe
switzerland,1911,12109044.0,3498643.8,8610400.0,Europe
switzerland,1912,11712965.0,2952341.2,8760624.0,Europe
switzerland,1913,12081894.0,2830293.5,9251600.0,Europe
switzerland,1914,10951183.0,2523983.0,8427200.0,Europe
switzerland,1915,11287245.0,2361741.2,8925504.0,Europe
switzerland,1916,10578701.0,2096540.8,8482160.0,Europe
switzerland,1917,8084286.0,1976398.2,6107888.0,Europe
switzerland,1918,7676373.0,1931221.1,5745152.0,Europe
switzerland,1919,6405661.0,1800013.2,4605648.0,Europe
switzerland,1920,8925687.0,1692951.1,7232736.0,Europe
switzerland,1921,6343117.0,1876700.8,4466416.0,Europe
switzerland,1922,7644203.0,1492347.1,6151856.0,Europe
switzerland,1923,9117388.0,1452299.6,7665088.0,Europe
switzerland,1924,8565369.0,1332633.4,7232736.0,Europe
switzerland,1925,8859442.0,1322594.0,7536848.0,Europe
switzerland,1926,8679576.0,1223336.4,7456240.0,Europe
switzerland,1927,9749831.0,1154086.8,8595744.0,Europe
switzerland,1928,10096454.0,1133202.0,8963252.0,Europe
switzerland,1929,11385249.0,1121513.8,10263735.0,Europe
switzerland,1930,10484836.0,928640.8,9556195.0,Europe
switzerland,1931,10977891.0,883353.75,10094537.0,Europe
switzerland,1932,11101795.0,878810.4,10222985.0,Europe
switzerland,1933,10391177.0,824473.3,9566704.0,Europe
switzerland,1934,10315955.0,760243.4,9555712.0,Europe
switzerland,1935,10121360.0,646256.3,9475104.0,Europe
switzerland,1936,10500293.0,580231.06,9920062.0,Europe
switzerland,1937,11016256.0,551871.7,10464384.0,Europe
switzerland,1938,10998508.0,540403.3,10458105.0,Europe
switzerland,1939,12283120.0,422752.3,11860368.0,Europe
switzerland,1940,9035337.0,724336.1,8311001.0,Europe
switzerland,1941,7456583.5,831288.3,6625295.0,Europe
switzerland,1942,6785155.0,946521.06,5838634.0,Europe
switzerland,1943,7197137.0,1024784.1,6172353.0,Europe
switzerland,1944,5510287.5,1060251.6,4450036.0,Europe
switzerland,1945,2709586.0,1088098.1,1621488.0,Europe
switzerland,1946,6848850.5,1084507.4,5764343.0,Europe
switzerland,1947,10639764.0,1194170.9,9445593.0,Europe
switzerland,1948,11355661.0,1144560.2,10211101.0,Europe
switzerland,1949,9796772.0,1267267.6,8529504.0,Europe
switzerland,1950,11785576.0,1552729.9,10232846.0,Europe
switzerland,1951,14082356.0,1783964.9,12298391.0,Europe
switzerland,1952,13139528.0,1914952.9,11224575.0,Europe
switzerland,1953,12285562.0,1952142.6,10333419.0,Europe
switzerland,1954,14512691.0,1919533.0,12593158.0,Europe
switzerland,1955,15478584.0,1864389.9,13614194.0,Europe
switzerland,1956,18927792.0,1866844.6,17060948.0,Europe
switzerland,1957,19674450.0,1980135.5,17694314.0,Europe
switzerland,1958,18471256.0,2186272.2,16284983.0,Europe
switzerland,1959,18719924.0,2118195.0,16601730.0,Europe
switzerland,1960,22235462.0,2736934.8,19498528.0,Europe
switzerland,1961,22141132.0,1780191.0,20360942.0,Europe
switzerland,1962,25491540.0,1368174.2,24123366.0,Europe
switzerland,1963,30140212.0,1069851.4,29070360.0,Europe
switzerland,1964,28997450.0,868074.9,28129376.0,Europe
switzerland,1965,30918694.0,589757.44,30328936.0,Europe
switzerland,1966,31904980.0,415717.44,31489262.0,Europe
switzerland,1967,33058232.0,538791.2,32519440.0,Europe
switzerland,1968,36552252.0,570924.5,35981330.0,Europe
switzerland,1969,38281788.0,234825.75,38046964.0,Europe
switzerland,1970,40342588.0,98268.484,40244320.0,Europe
switzerland,1971,42184650.0,296637.44,41888012.0,Europe
switzerland,1972,42958440.0,42502.4,42915936.0,Europe
switzerland,1974,41575612.0,148538.56,41427070.0,Europe
switzerland,1977,41352010.0,313931.53,41038076.0,Europe
switzerland,1978,43151480.0,981219.2,42170260.0,Europe
switzerland,1979,40415810.0,550845.75,39864964.0,Europe
switzerland,1980,41013236.0,522632.94,40490604.0,Europe
switzerland,1981,39451132.0,638745.1,38812388.0,Europe
switzerland,1982,37288748.0,703011.7,36585736.0,Europe
switzerland,1983,40873372.0,850561.0,40022812.0,Europe
switzerland,1984,39962904.0,834182.9,39128720.0,Europe
switzerland,1985,40409936.0,629035.56,39780900.0,Europe
switzerland,1986,42785844.0,539267.56,42246576.0,Europe
switzerland,1987,40789800.0,584554.56,40205244.0,Europe
switzerland,1988,41408930.0,746503.4,40662424.0,Europe
switzerland,1989,39974720.0,555645.56,39419076.0,Europe
switzerland,1990,44866796.0,705796.3,44161000.0,Europe
switzerland,1991,46595900.0,458989.25,46136910.0,Europe
switzerland,1992,46468164.0,449609.44,46018556.0,Europe
switzerland,1993,44299670.0,693851.7,43605820.0,Europe
switzerland,1994,43306216.0,639917.6,42666300.0,Europe
switzerland,1995,43930790.0,522999.34,43407790.0,Europe
switzerland,1996,44318890.0,219803.36,44099084.0,Europe
switzerland,1997,43389640.0,354492.0,43035148.0,Europe
switzerland,1998,45065330.0,451624.62,44613704.0,Europe
switzerland,1999,44572760.0,135787.84,44436972.0,Europe
switzerland,2000,44322360.0,708177.94,43614184.0,Europe
switzerland,2001,45584172.0,503250.38,45080920.0,Europe
switzerland,2002,43731116.0,270183.34,43460932.0,Europe
switzerland,2003,45035972.0,389886.22,44646084.0,Europe
syria,1931,11249146.0,11245512.0,3634.0,Asia
syria,1932,13659083.0,13648180.0,10903.0,Asia
syria,1933,15196871.0,15182334.0,14537.0,Asia
syria,1934,16243486.0,16232583.0,10903.0,Asia
syria,1935,17013116.0,16998578.0,14537.0,Asia
syria,1936,17617776.0,17588702.0,29074.0,Asia
syria,1937,18125376.0,18063592.0,61783.0,Asia
syria,1938,18519732.0,18457950.0,61783.0,Asia
syria,1939,18850768.0,18792620.0,58149.0,Asia
syria,1940,14794651.0,14772845.0,21806.0,Asia
syria,1941,12879991.0,12858185.0,21806.0,Asia
syria,1942,11873076.0,11818562.0,54514.0,Asia
syria,1943,11250565.0,11214222.0,36343.0,Asia
syria,1944,10860863.0,10842692.0,18171.0,Asia
syria,1945,10618159.0,10599988.0,18171.0,Asia
syria,1946,10452408.0,10430602.0,21806.0,Asia
syria,1947,10329854.0,10304414.0,25440.0,Asia
syria,1948,10230266.0,10204826.0,25440.0,Asia
syria,1949,10151570.0,10122496.0,29074.0,Asia
syria,1950,13215082.0,12801320.0,413762.0,Asia
syria,1951,15199800.0,14819011.0,380789.0,Asia
syria,1952,16876052.0,16400357.0,475696.0,Asia
syria,1953,18500148.0,17988078.0,512069.0,Asia
syria,1954,19801804.0,19223908.0,577895.0,Asia
syria,1955,22243476.0,20599410.0,1644066.0,Asia
syria,1956,23768052.0,21765150.0,2002901.1,Asia
syria,1957,24947558.0,22966612.0,1980946.0,Asia
syria,1958,26131280.0,23963768.0,2167513.0,Asia
syria,1959,27101670.0,24875774.0,2225896.0,Asia
syria,1960,27787576.0,24568880.0,3218695.0,Asia
syria,1961,20983172.0,17922236.0,3060935.0,Asia
syria,1962,20662532.0,17462660.0,3199872.0,Asia
syria,1963,20868332.0,17262056.0,3606276.0,Asia
syria,1964,13930427.0,9569159.0,4361268.0,Asia
syria,1971,10606600.0,1732412.5,8874187.0,Asia
syria,1973,11944485.0,4059309.0,7885176.0,Asia
syria,1978,15543764.0,362369.6,15181394.0,Asia
syria,1980,21048644.0,321955.7,20726688.0,Asia
syria,1981,26578144.0,43528.32,26534616.0,Asia
syria,1989,35843580.0,1572295.8,34271284.0,Asia
syria,2000,54603904.0,432828.3,54171076.0,Asia
syria,2002,40954948.0,605329.44,40349620.0,Asia
syria,2003,61542676.0,6564752.0,54977924.0,Asia
syria,2004,52424704.0,1138075.0,51286628.0,Asia
syria,2005,51540264.0,789225.56,50751040.0,Asia
syria,2006,57429856.0,3766116.0,53663740.0,Asia
syria,2007,67035644.0,375303.53,66660340.0,Asia
syria,2009,63652812.0,684435.2,62968376.0,Asia
syria,2010,62297052.0,575101.44,61721950.0,Asia
syria,2011,59517704.0,682126.9,58835576.0,Asia
syria,2012,45967636.0,117431.195,45850204.0,Asia
tajikistan,1850,541653.7,541282.7,371.0,Asia
tajikistan,1855,556295.25,555169.25,1126.0,Asia
tajikistan,1858,562759.25,561178.25,1581.0,Asia
tajikistan,1859,564320.8,562643.8,1677.0,Asia
tajikistan,1860,573433.6,571217.6,2216.0,Asia
tajikistan,1861,579528.56,576713.56,2815.0,Asia
tajikistan,1862,583393.94,580853.94,2540.0,Asia
tajikistan,1863,586884.75,584224.75,2660.0,Asia
tajikistan,1864,590395.5,587412.5,2983.0,Asia
tajikistan,1865,593011.5,590160.5,2851.0,Asia
tajikistan,1866,601624.4,592615.4,9009.0,Asia
tajikistan,1867,605189.4,594850.4,10339.0,Asia
tajikistan,1868,605540.9,596938.9,8602.0,Asia
tajikistan,1869,610512.2,598844.2,11668.0,Asia
tajikistan,1870,618065.75,605402.75,12663.0,Asia
tajikistan,1871,630412.0,613317.0,17095.0,Asia
tajikistan,1872,637022.5,619472.5,17550.0,Asia
tajikistan,1873,640671.06,624199.06,16472.0,Asia
tajikistan,1874,647014.3,627020.3,19994.0,Asia
tajikistan,1875,652598.1,629585.1,23013.0,Asia
tajikistan,1876,660648.6,632076.6,28572.0,Asia
tajikistan,1877,663580.6,634421.6,29159.0,Asia
tajikistan,1878,674618.06,636510.06,38108.0,Asia
tajikistan,1879,677041.0,637939.0,39102.0,Asia
tajikistan,1880,693336.44,647465.44,45871.0,Asia
tajikistan,1881,698748.3,650433.3,48315.0,Asia
tajikistan,1882,703191.94,652301.94,50890.0,Asia
tajikistan,1883,711873.7,653950.7,57923.0,Asia
tajikistan,1884,714335.25,655526.25,58809.0,Asia
tajikistan,1885,721340.94,657284.94,64056.0,Asia
tajikistan,1886,724557.5,658860.5,65697.0,Asia
tajikistan,1887,729845.06,660326.06,69519.0,Asia
tajikistan,1888,734195.75,661681.75,72514.0,Asia
tajikistan,1889,741312.8,663000.8,78312.0,Asia
tajikistan,1890,759125.75,670438.75,88687.0,Asia
tajikistan,1891,774022.4,676374.4,97648.0,Asia
tajikistan,1892,783986.7,680624.7,103362.0,Asia
tajikistan,1893,805037.56,683885.56,121152.0,Asia
tajikistan,1894,810025.6,686633.6,123392.0,Asia
tajikistan,1895,830796.2,689015.2,141781.0,Asia
tajikistan,1896,835473.3,691140.3,144333.0,Asia
tajikistan,1897,859997.9,693118.9,166879.0,Asia
tajikistan,1898,882111.9,694950.9,187161.0,Asia
tajikistan,1899,913795.94,696672.94,217123.0,Asia
tajikistan,1900,949006.3,703048.3,245958.0,Asia
tajikistan,1901,961531.6,709020.6,252511.0,Asia
tajikistan,1902,957669.9,713783.9,243886.0,Asia
tajikistan,1903,956087.1,717521.1,238566.0,Asia
tajikistan,1904,986097.1,720672.1,265425.0,Asia
tajikistan,1905,960271.9,723346.9,236925.0,Asia
tajikistan,1906,996042.75,725801.75,270241.0,Asia
tajikistan,1907,1031024.94,728329.94,302695.0,Asia
tajikistan,1908,1031891.7,727340.7,304551.0,Asia
tajikistan,1909,1040587.7,719096.7,321491.0,Asia
tajikistan,1910,1036177.0,720892.0,315285.0,Asia
tajikistan,1911,1048690.0,721808.0,326882.0,Asia
tajikistan,1912,1092606.0,722320.94,370285.0,Asia
tajikistan,1913,1124861.0,722614.06,402247.0,Asia
tajikistan,1914,1086127.4,723090.4,363037.0,Asia
tajikistan,1915,1056895.6,723676.6,333219.0,Asia
tajikistan,1916,1079636.8,724482.75,355154.0,Asia
tajikistan,1917,1052293.4,725435.4,326858.0,Asia
tajikistan,1918,856850.94,726497.94,130353.0,Asia
tajikistan,1919,839011.4,727670.4,111341.0,Asia
tajikistan,1920,837443.4,735914.4,101529.0,Asia
tajikistan,1921,850088.44,739981.44,110107.0,Asia
tajikistan,1922,877304.56,743022.56,134282.0,Asia
tajikistan,1923,893958.0,745624.0,148334.0,Asia
tajikistan,1924,924769.25,748042.25,176727.0,Asia
tajikistan,1925,924666.6,750240.6,174426.0,Asia
tajikistan,1926,1005092.75,752365.75,252727.0,Asia
tajikistan,1927,1068697.9,754490.9,314207.0,Asia
tajikistan,1928,1104195.9,756322.9,347873.0,Asia
tajikistan,1929,1132789.6,758081.6,374708.0,Asia
tajikistan,1930,1272934.6,762661.6,510272.97,Asia
tajikistan,1931,1380017.2,766875.2,613142.0,Asia
tajikistan,1932,1460641.8,770282.7,690359.0,Asia
tajikistan,1933,1544891.6,773140.6,771751.0,Asia
tajikistan,1934,1708841.1,775632.1,933209.0,Asia
tajikistan,1935,1833607.0,777793.94,1055813.0,Asia
tajikistan,1936,1989825.1,779809.1,1210016.0,Asia
tajikistan,1937,2019329.5,781604.5,1237725.0,Asia
tajikistan,1938,2089706.0,783289.94,1306416.0,Asia
tajikistan,1939,2107317.5,784865.44,1322452.0,Asia
tajikistan,1940,2376830.2,791497.3,1585333.0,Asia
tajikistan,1941,2189269.5,796260.44,1393009.0,Asia
tajikistan,1942,1558754.8,799484.8,759270.0,Asia
tajikistan,1943,1594614.2,802196.2,792418.0,Asia
tajikistan,1944,1953475.2,804321.3,1149154.0,Asia
tajikistan,1945,2020910.5,805933.44,1214977.0,Asia
tajikistan,1946,2166674.0,802416.0,1364258.0,Asia
tajikistan,1947,2443866.5,801646.56,1642220.0,Asia
tajikistan,1948,2548374.0,801903.06,1746471.0,Asia
tajikistan,1949,2787092.0,802012.94,1985079.0,Asia
tajikistan,1950,4483381.0,2271863.2,2211518.0,Asia
tajikistan,1951,5501034.0,3105020.2,2396014.0,Asia
tajikistan,1952,6193083.0,3627323.2,2565760.0,Asia
tajikistan,1953,6693916.0,3979617.0,2714299.0,Asia
tajikistan,1954,7181512.5,4217813.5,2963699.0,Asia
tajikistan,1955,7778277.5,4417721.5,3360556.0,Asia
tajikistan,1956,8316796.5,4631002.5,3685794.0,Asia
tajikistan,1957,8893291.0,4859673.0,4033618.0,Asia
tajikistan,1958,9465070.0,5159095.0,4305975.0,Asia
tajikistan,1959,10017974.0,5490833.5,4527140.0,Asia
tajikistan,1960,8464801.0,3751019.8,4713781.0,Asia
tajikistan,1961,7951632.0,3088788.8,4862843.0,Asia
tajikistan,1962,7497773.0,2391126.2,5106647.0,Asia
tajikistan,1963,7300066.5,1821374.4,5478692.0,Asia
tajikistan,1964,7368391.0,1540235.8,5828155.0,Asia
tajikistan,1965,7240862.0,1057650.2,6183212.0,Asia
tajikistan,1966,7455088.5,924317.3,6530771.0,Asia
tajikistan,1967,7632937.5,800547.4,6832390.0,Asia
tajikistan,1968,7816715.5,788932.5,7027783.0,Asia
tajikistan,1969,8005142.0,683409.25,7321733.0,Asia
tajikistan,1970,8275476.0,572793.1,7702683.0,Asia
tajikistan,1971,8848735.0,669999.06,8178735.5,Asia
tajikistan,1972,9174566.0,564365.9,8610200.0,Asia
tajikistan,1973,9667156.0,687476.3,8979680.0,Asia
tajikistan,1974,9825287.0,497314.72,9327972.0,Asia
tajikistan,1975,10275508.0,466244.0,9809264.0,Asia
tajikistan,1976,10646399.0,461517.47,10184882.0,Asia
tajikistan,1977,10875531.0,344782.4,10530749.0,Asia
tajikistan,1978,11106607.0,212035.69,10894571.0,Asia
tajikistan,1979,11250944.0,268644.5,10982300.0,Asia
tajikistan,1980,11758866.0,347493.75,11411372.0,Asia
tajikistan,1981,11590249.0,389446.56,11200802.0,Asia
tajikistan,1982,11786112.0,375083.7,11411028.0,Asia
tajikistan,1983,11858706.0,284326.4,11574380.0,Asia
tajikistan,1984,11970158.0,293449.75,11676708.0,Asia
tajikistan,1985,12849046.0,263441.62,12585604.0,Asia
tajikistan,1986,12286506.0,244608.66,12041897.0,Asia
tajikistan,1987,11960887.0,147439.36,11813448.0,Asia
tajikistan,1988,12757105.0,439.68,12756665.0,Asia
tajikistan,1991,9935476.0,277438.06,9658038.0,Asia
tajikistan,1992,8228646.5,920543.3,7308103.0,Asia
tajikistan,2008,3207167.0,311146.88,2896020.0,Asia
tajikistan,2016,5702100.5,9599.68,5692501.0,Asia
tanzania,1950,132693670.0,132195370.0,498304.0,Africa
tanzania,1951,112586880.0,112139870.0,447008.0,Africa
tanzania,1952,106214970.0,105676360.0,538608.0,Africa
tanzania,1953,107014744.0,106487130.0,527616.0,Africa
tanzania,1954,109442910.0,108904300.0,538608.0,Africa
tanzania,1955,114044380.0,113487460.0,556928.0,Africa
tanzania,1956,120509656.0,119850136.0,659520.0,Africa
tanzania,1957,123546630.0,122784520.0,762112.0,Africa
tanzania,1958,132209910.0,131407496.0,802416.0,Africa
tanzania,1959,137280080.0,136591250.0,688832.0,Africa
tanzania,1960,150797600.0,149969540.0,828064.0,Africa
tanzania,1961,107808400.0,107104910.0,703488.0,Africa
tanzania,1962,204861090.0,204095310.0,765776.0,Africa
tanzania,1963,157768800.0,156966380.0,802416.0,Africa
tanzania,1964,116585300.0,115552050.0,1033247.94,Africa
tanzania,1965,90346216.0,89184730.0,1161488.0,Africa
tanzania,1966,76191830.0,74821704.0,1370129.0,Africa
tanzania,1967,68049410.0,66291284.0,1758126.0,Africa
tanzania,1968,63168860.0,61517020.0,1651841.0,Africa
tanzania,1969,173494800.0,171700130.0,1794677.0,Africa
tanzania,1970,174652270.0,172886910.0,1765365.0,Africa
tanzania,1971,123713950.0,121252456.0,2461495.0,Africa
tanzania,1972,92428360.0,90263890.0,2164473.0,Africa
tanzania,1973,77481980.0,74299250.0,3182738.0,Africa
tanzania,1974,66968160.0,64664692.0,2303467.0,Africa
tanzania,1975,57964290.0,55682690.0,2281601.0,Africa
tanzania,1976,52995410.0,50209440.0,2785968.0,Africa
tanzania,1977,159585120.0,157577500.0,2007622.0,Africa
tanzania,1978,130800240.0,128602910.0,2197332.0,Africa
tanzania,1979,88727680.0,86664890.0,2062789.9,Africa
tanzania,1980,102239790.0,100366150.0,1873642.0,Africa
tanzania,1981,76028650.0,73921820.0,2106825.0,Africa
tanzania,1982,62438980.0,60290680.0,2148300.0,Africa
tanzania,1983,53644176.0,51447870.0,2196304.0,Africa
tanzania,1984,157349820.0,155002850.0,2346983.0,Africa
tanzania,1985,128495460.0,126157560.0,2337900.0,Africa
tanzania,1986,84243650.0,81966056.0,2277593.0,Africa
tanzania,1987,67959080.0,65591572.0,2367510.0,Africa
tanzania,1988,56407176.0,54135492.0,2271686.0,Africa
tanzania,1989,48146590.0,45984996.0,2161598.0,Africa
tanzania,1990,53326896.0,51214588.0,2112309.0,Africa
tanzania,1991,37065652.0,34810384.0,2255268.0,Africa
tanzania,1992,48110850.0,45933260.0,2177588.0,Africa
tanzania,1993,51009210.0,48583172.0,2426036.0,Africa
tanzania,1994,54807284.0,52744160.0,2063123.0,Africa
tanzania,1995,63532590.0,61098700.0,2433890.0,Africa
tanzania,1996,58512410.0,55985700.0,2526706.0,Africa
tanzania,1997,61180120.0,58355760.0,2824358.0,Africa
tanzania,1998,80379960.0,77899020.0,2480937.0,Africa
tanzania,1999,64454000.0,61995244.0,2458755.0,Africa
tanzania,2000,60096510.0,57524692.0,2571821.0,Africa
tanzania,2001,56146200.0,53105390.0,3040810.0,Africa
tanzania,2002,73508536.0,70022920.0,3485616.0,Africa
tanzania,2003,148580980.0,144893730.0,3687241.0,Africa
tanzania,2004,119222184.0,115000904.0,4221283.0,Africa
tanzania,2005,88560090.0,83204270.0,5355817.0,Africa
tanzania,2006,129735384.0,123859144.0,5876241.0,Africa
tanzania,2007,221162500.0,215456350.0,5706146.0,Africa
tanzania,2008,180947780.0,175036500.0,5911275.0,Africa
tanzania,2009,161590910.0,155823730.0,5767178.0,Africa
tanzania,2010,242278720.0,235355730.0,6922992.0,Africa
tanzania,2011,299437500.0,291913630.0,7523881.0,Africa
tanzania,2012,204776960.0,195992000.0,8784956.0,Africa
tanzania,2013,143350850.0,133663850.0,9686995.0,Africa
tanzania,2014,131115810.0,121917400.0,9198410.0,Africa
tanzania,2015,105114250.0,95390920.0,9723330.0,Africa
tanzania,2016,89048560.0,78835020.0,10213532.0,Africa
tanzania,2017,88121190.0,76887250.0,11233944.0,Africa
tanzania,2018,72386780.0,60548920.0,11837862.0,Africa
tanzania,2019,63306736.0,49563440.0,13743298.0,Africa
tanzania,2020,55276010.0,41107332.0,14168675.0,Africa
tanzania,2021,50647670.0,35230496.0,15417177.0,Africa
tanzania,2022,45734720.0,30164722.0,15569999.0,Africa
thailand,1931,135538450.0,135509380.0,29074.0,Asia
thailand,1932,137739040.0,137713600.0,25440.0,Asia
thailand,1933,139493000.0,139471180.0,21806.0,Asia
thailand,1934,145498820.0,145473380.0,25440.0,Asia
thailand,1935,144198020.0,144172580.0,25440.0,Asia
